,Unnamed: 0,评论者主页,评论者昵称,评论者性别,评论者所在地,评论者微博数,评论者关注数,评论者粉丝数,评论内容,评论获赞数,评论发布时间,senta_sentiments
10,10,https://weibo.cn//u/7239930985,宝宝狗狗了,男,山东,27,181,2,和谐社会好啊,0,2020-08-26 21:29 ,positive
11,11,https://weibo.cn//u/6385254688,严屿先生,男,广西,1,5,33,这地方公安局不得查查？？？,0,2020-08-26 21:11 ,negative
12,12,https://weibo.cn//u/5387769248,遇见supreme,男,其他,0,61,8,回复@不要用真名123456:法律是给有钱人有权人准备的,0,2020-08-26 21:09 ,negative
13,13,https://weibo.cn//u/6547414755,lonkonw,男,其他,0,28,6,回复@微雪的清晨:现在的法律完全刷新我三观,0,2020-08-26 20:56 ,negative
14,14,https://weibo.cn//u/1698892272,不靠谱的女侠_,女,山东,3992,1083,220,从幼儿园老师就交给孩子要乐于助人，家长教育孩子要帮助别人，而社会一次又一次的打脸我们的教育，我们该怎么教孩子，最好袖手旁观吗?,0,2020-08-26 20:40 ,negative
15,15,https://weibo.cn//u/6022092490,扎克人柱力,男,湖南,189,220,196,回复@邱青建:当法律和道德有交叉的时候谁愿意管？还不说背景如何，公安本就是听命行事，他们又没有司法权，只是负责执行而已。,0,2020-08-26 19:27 ,negative
16,16,https://weibo.cn//u/6022092490,扎克人柱力,男,湖南,189,220,196,回复@寻梦14793:每个人有每个人的看法，你如果要来给我装，请亮出你的身份，你是法学专业的还是司法工作的，我们直接来对线好吧。如果你啥都不是就出来一个劲在这里给我装，那对不起，今晚你亲妈biss,0,2020-08-26 19:25 ,negative
17,17,https://weibo.cn//u/6022092490,扎克人柱力,男,湖南,189,220,196,回复@寻梦14793:上来就口嗨，你装什么呢？你家里有人去世了就好好跪着，别玩手机。,0,2020-08-26 19:24 ,negative
18,18,https://weibo.cn//u/7372700947,没人比我更宅家,女,其他,6,5,1,回复@温衡的孙某人:好难啊，就是遇到这种就占一点便宜的，可以打他，但是只能打两下，他避开了想逃了就不能打了，还不能打太重，是这么回事吗？,0,2020-08-26 19:10 ,negative
19,19,https://weibo.cn//u/7245362943,异乡在江南,男,湖南,14,60,17,这就是为什么现在家长都不让自己孩子多管闲事，是他们不分善恶吗？不是，是他们知道迟到的正义并非正义,0,2020-08-26 18:52 ,negative
20,20,https://weibo.cn//u/6534138728,海屿星辰NY,女,其他,184,48,38,回复@-小魚兒魚小-:好的 谢谢您的解答 明白了,0,2020-08-26 18:49 ,positive
21,21,https://weibo.cn//u/3093949897,陈阿信的实力吹,女,河南,743,1100,408,回复@宁为尘世一粒沙:姐妹你真棒！！以后我也不能这么软弱,0,2020-08-26 18:41 ,positive
22,22,https://weibo.cn//u/3093949897,陈阿信的实力吹,女,河南,743,1100,408,回复@Dah-Killah:嗯！！以后一定要勇敢一点,0,2020-08-26 18:41 ,positive
23,23,https://weibo.cn//u/5803103774,左眼观股市,男,山东,3211,25,166,这不是帮不帮别人的事。帮人肯定没有错，方法也本没有错，错的是坏人。坏人有招。坏人会钻空子。有时候恶人还需恶人魔！,0,2020-08-26 17:56 ,negative
24,24,https://weibo.cn//shirleyy520,Shirley0YXY,女,四川,2104,342,510,请警方出来好好解释一下！这就像小偷爬楼偷窃摔死了还要被偷业主赔偿一样不要脸～请不要寒了正义和社会良知的心！,0,2020-08-26 17:46 ,negative
25,25,https://weibo.cn//u/6511157767,曦熙是小老太太,女,重庆,279,9,4,回复@IWANTTOSTUDYNOW:猥琐男太多了再说一个事嘛，有次坐公车一个男的到处蹭女孩子，我就把那些女孩子叫开，后来我下车那个猥琐男还尾随我，我就故意大声打电话边走边骂，有看热闹的人了，那个猥琐男才走了,0,2020-08-26 17:44 ,negative
26,26,https://weibo.cn//u/7262572952,Junkman900,男,其他,406,162,3,永州警方真是助纣为虐！,0,2020-08-26 17:44 ,negative
27,27,https://weibo.cn//u/6511157767,曦熙是小老太太,女,重庆,279,9,4,回复@IWANTTOSTUDYNOW:后来也有因为其他事报过警，哈哈就没遇到过好警察了，警察让我自己把嫌疑人抓去，才受理。也有遇到过丢了东西报警做个笔录就让我滚的。总的来说好人难做，尽量不要遇到事，遇到事不怕事。我那个打了架，警察看我一个小姑娘，就吓了那个猥琐男，不然那个路段没有监控也是不了了之,0,2020-08-26 17:43 ,negative
28,28,https://weibo.cn//u/5225267579,悠悠blue,男,四川,10621,646,236,如果这个男生被判了，那以后我们大家都冷眼旁观吧，法理不外乎人情，那些垃圾永远是垃圾，没踹死就算是好的了,0,2020-08-26 17:40 ,negative
29,29,https://weibo.cn//u/5790540306,梁叔爱山药,男,浙江,0,11,23,回复@是大佬luo鸭:渣浪日常死🐴,1,2020-08-26 17:33 ,negative
30,30,https://weibo.cn//u/5936275355,qzwsxedc墨74625812,女,其他,6,172,36,回复@秋炒栗子:小地方的警察真的是兵匪一家亲。 我还遇到过让给找对象的警察，不找不放人，还有前几年的警察逼迫犯人跳湖淹死的事件。 现在社会天天宣扬人民警察给警察戴高帽子，某些没有道德的人真不配。,1,2020-08-26 17:30 ,negative
31,31,https://weibo.cn//u/1842382937,桶桶橙小时候,女,四川,1494,526,293,回复@年轻的狗崽柴:太恶心了,0,2020-08-26 17:21 ,negative
32,32,https://weibo.cn//u/1262160383,二维两向箔,男,河北,2187,1698,518,回复@凌樱在江湖:水源被破坏了 结果就是大家一起渴死,0,2020-08-26 16:57 ,negative
33,33,https://weibo.cn//u/1262160383,二维两向箔,男,河北,2187,1698,518,回复@秋炒栗子:水源就是这样被破坏的,1,2020-08-26 16:57 ,negative
34,34,https://weibo.cn//110student,麦菲佛,男,广东,1321,298,1011,有时会想我们遇到了事情，到底是应该找记者帮忙还是找我们亲爱的警察叔叔帮忙呢？呵一个复杂的问题啊,0,2020-08-26 16:56 ,negative
35,35,https://weibo.cn//u/1262160383,二维两向箔,男,河北,2187,1698,518,拒绝和稀泥执法,0,2020-08-26 16:54 ,negative
36,36,https://weibo.cn//110student,麦菲佛,男,广东,1321,298,1011,回复@瞳孔里的阳光-I:他们干的就是阻止这些新闻传开啊,0,2020-08-26 16:53 ,negative
37,37,https://weibo.cn//u/5677960888,娃赢,男,其他,0,30,86,回复@不存在你的存在:依法治国了解下，不怪警察,0,2020-08-26 16:51 ,negative
38,38,https://weibo.cn//u/5677960888,娃赢,男,其他,0,30,86,回复@胡豆的旅程:去吧,0,2020-08-26 16:48 ,positive
39,39,https://weibo.cn//u/6054973301,wheretowt,男,安徽,152,93,101,这种人摔死都活该,0,2020-08-26 16:21 ,negative
40,40,https://weibo.cn//u/5787543548,时间短暂珍惜现在,男,其他,357,421,72,回复@尖灬果儿:踹的当时不骨折，过后5天就骨折？tm讹谁呢？,1,2020-08-26 16:17 ,negative
41,41,https://weibo.cn//u/6995883855,昵称要有四个字,男,其他,6,18,3,回复@xtensaga:确实，我还没怎么动手，这fw就趴地下了。要您这么有脑子，您应该就趴地下了。估计那个fw还能再给你一笔钱血赚，惩恶扬善的典范,1,2020-08-26 16:14 ,negative
42,42,https://weibo.cn//u/3217441327,是樱桃小丸子喔,女,湖北,1769,141,226,20万赔偿？警方都不管管吗？两个孩子影响了高考，简直毁人一生。以后谁还敢见义勇为。,0,2020-08-26 16:11 ,negative
43,43,https://weibo.cn//u/6211615491,saoguai168,女,其他,153,104,4,谁还敢见义勇为？,0,2020-08-26 16:11 ,negative
44,44,https://weibo.cn//u/5859695212,燊彦不吃鱼,男,广东,97,203,81,回复@毅毅小盆友:合影？就这？不是直接上报到市然后市电视台直接报道？,0,2020-08-26 16:08 ,negative
45,45,https://weibo.cn//u/5538346779,ZsHAn-0,女,辽宁,12,106,68,回复@xtensaga:已经猥亵完了 再拍视频  再报警 人都不知道跑哪去了  合着以后出门身上挂个录像机实时录影呗防止被猥亵了没证据 没准还会被倒打一耙,0,2020-08-26 16:06 ,negative
46,46,https://weibo.cn//u/5859695212,燊彦不吃鱼,男,广东,97,203,81,回复@Planet416:一个警察局整成外交部不是中国特色嘛？,0,2020-08-26 16:06 ,negative
47,47,https://weibo.cn//u/5785240032,Sphgone,女,湖南,113,339,149,回复@姚家学术不经的小道士下山了:兄弟真相了，呓语道破,0,2020-08-26 16:05 ,negative
48,48,https://weibo.cn//u/7472812652,愚蠢的风筝,男,河南,29,35,1,猥亵男的伤 属实 是胡同学踹的？   难道他有七伤拳力？,0,2020-08-26 16:05 ,negative
49,49,https://weibo.cn//u/6195375704,还我漂漂拳Lee,男,宁夏,87,116,21,恶臭蝈蝻，让你多管闲事，小屌子！日常恐男,0,2020-08-26 16:03 ,negative
50,50,https://weibo.cn//SJFL8303,爸爸给你改个名儿,男,浙江,6528,1335,325,犯罪成本太低，见义勇为成本太高，促发不良风气,0,2020-08-26 16:03 ,negative
51,51,https://weibo.cn//r47x,肆柒大叔,男,上海,17812,297,1371,回应了，猥亵可以猖獗并且还有钱拿？请正面回答？,0,2020-08-26 16:01 ,negative
52,52,https://weibo.cn//u/2236594927,xtensaga,男,北京,638,157,157,回复@ZsHAn-0:制止猥亵也不能过分的打伤对方，法制社会有法律制裁，你见义勇为固然值得称赞，但动作大了，把对方打伤，你的行为就可取吗？？,0,2020-08-26 15:58 ,negative
53,53,https://weibo.cn//u/2236594927,xtensaga,男,北京,638,157,157,回复@ZsHAn-0:有很多方法可以扭送过去，你掌握不好，大可拿出手机拍下视频，再打110报警！你以为你是内裤外穿当个超人维护世界和平呢吗？？地球人要有地球人的行事方法！,0,2020-08-26 15:56 ,negative
54,54,https://weibo.cn//u/5386156247,辣辣今天也很困,女,山东,234,642,208,好人难当，这辈子不当坏人，也不当好人,0,2020-08-26 15:56 ,negative
55,55,https://weibo.cn//u/5538346779,ZsHAn-0,女,辽宁,12,106,68,回复@xtensaga:他猥亵的时候怎么没想到自己50多了呢？怎么没想到受害者才17呢？这分年龄吗？真是有趣,0,2020-08-26 15:55 ,negative
56,56,https://weibo.cn//u/5367976490,原力Power,男,辽宁,178,153,124,20万到手后，派出所所长15万，老头5万,0,2020-08-26 15:51 ,positive
57,57,https://weibo.cn//u/5538346779,ZsHAn-0,女,辽宁,12,106,68,回复@xtensaga:啊 那照你这么说  50多了  猥亵别人 该怎么扭送他去司法机关呢？ 我是不是得八抬大轿抬去 不然路上磕磕绊绊再伤着了,1,2020-08-26 15:51 ,negative
58,58,https://weibo.cn//u/5854236018,小个里个柏,女,安徽,95,410,130,作为地道永州祁阳县人说一句:祁阳县官员还有办案民警真的，没有不收好处的小事 腐败至极,0,2020-08-26 15:50 ,negative
59,59,https://weibo.cn//u/6030195415,正能量游戏2016,男,江苏,257,173,17,这个致富想法很别致,0,2020-08-26 15:48 ,negative
60,60,https://weibo.cn//u/5304401406,坚持准点睡觉,女,其他,5,35,47,不知道怎么说，也许把好人都“杀”了，以后就不会有这样的新闻了,0,2020-08-26 15:47 ,negative
61,61,https://weibo.cn//u/6598203175,返回到现在,女,其他,399,30,77,回复@ZsHAn-0:郭嘉有问题,0,2020-08-26 15:46 ,negative
62,62,https://weibo.cn//u/3528746312,孤独的根号生,男,广东,249,33,114,回复@蕾米莉亚丶抱头蹲防丶斯卡雷特:兄弟，先换个国籍再来，一次可能就要200万了呢,0,2020-08-26 15:45 ,negative
63,63,https://weibo.cn//u/3050252313,IWANTTOSTUDYNOW,女,福建,176,707,1156,回复@曦熙是小老太太:太过分了 居然还打人 也不知道他们哪来的脸,0,2020-08-26 15:45 ,negative
64,64,https://weibo.cn//u/1811165574,onefatty,男,北京,985,468,273,你这让我以后怎么教育孩子？,0,2020-08-26 15:44 ,negative
65,65,https://weibo.cn//u/2236594927,xtensaga,男,北京,638,157,157,回复@ZsHAn-0:您真会聊，踹也得看看人，这是五十多岁，碰上八十的，去猥亵妇女，必然也是违法，但你一脚上去，兴许没了性命，人家有罪但不至死，凡事总得讲个分寸，拿不好分寸，必然承担超出尺度的惩罚，这有什么问题嘛？？,0,2020-08-26 15:44 ,negative
66,66,https://weibo.cn//u/5227157266,污妖红,男,江苏,12322,2321,179,@永州警事,0,2020-08-26 15:44 ,positive
67,67,https://weibo.cn//u/6628473776,蕊蕊想戒网,女,福建,144,370,228,回复@温衡的孙某人:罗翔老师出了关于这件事的看法自己去看没有刑事责任,0,2020-08-26 15:40 ,negative
68,68,https://weibo.cn//u/5538346779,ZsHAn-0,女,辽宁,12,106,68,回复@xtensaga:踹倒了是为了防止逃跑，除了这个也没动手吧？！隔了四五天说自己粉碎性骨折了，好家伙 骨折还有潜伏期呢？,1,2020-08-26 15:35 ,negative
69,69,https://weibo.cn//u/6905628928,透明的小猪蹄,男,其他,518,331,74,回复@恨国蛆死全加:哈哈哈哈哈哈哈正解,0,2020-08-26 15:33 ,negative
70,70,https://weibo.cn//u/2609697152,Durran彭,男,海外,272,425,77,这个社会不是老师没教好学生，而是法律维护了和纵容了坏人,0,2020-08-26 15:31 ,negative
71,71,https://weibo.cn//u/5708476442,穗宜的后花园,女,陕西,719,1020,260,永州公安在其中充当了什么角色，助纣为虐吗？,0,2020-08-26 15:31 ,negative
72,72,https://weibo.cn//u/7261149426,太阳还在照耀我们,男,四川,4,159,51,以后的父母会这样教育自己的孩子，只要不是自己的事就尽量别管，不然反而会把自己害到。,1,2020-08-26 15:31 ,negative
73,73,https://weibo.cn//u/3298900365,不一样的一个未来,男,海南,75,221,483,回复@Planet416:估计警察都能把自己的女儿送去赔罪,0,2020-08-26 15:31 ,negative
74,74,https://weibo.cn//uc77658591,緈諨溜Da猪,男,辽宁,141,141,40,监控拍到了些什么？看了几遍也没看明白，视频是还原事件的关键啊。既没拍到骚扰也没拍到揍人，这样的视频剪辑进去放上去有啥意义吗？,0,2020-08-26 15:30 ,negative
75,75,https://weibo.cn//u/5766502112,一颗长沙的小白菜,男,湖南,95,280,67,小地方真的别呆，警察都不专业,0,2020-08-26 15:30 ,negative
76,76,https://weibo.cn//u/7415876154,名字可修改,女,其他,0,50,3,回复@欸不吃不吃:想啥呢 人家可不是普通屁民,0,2020-08-26 15:29 ,negative
77,77,https://weibo.cn//u/3140379414,Eva大,女,河南,835,143,122,好消息！男孩已经放出来了。上级已经纠正了公安局这个错误决定。猥亵敲诈者已经公告刑拘15天了。,0,2020-08-26 15:29 ,negative
78,78,https://weibo.cn//u/2143125140,麻糬仔哟,男,陕西,651,499,646,真是讽刺的法制社会,0,2020-08-26 15:29 ,negative
79,79,https://weibo.cn//xpsuper160,_薄凉夏,女,重庆,230,98,103,看了是真的生气😒 😒,0,2020-08-26 15:28 ,negative
80,80,https://weibo.cn//become117,陈没劲,男,上海,475,455,1660,回复@ZsHAn-0:所以当前社会弘扬事不关己高高挂起，任何的善意行为都是祸从天降的源头,1,2020-08-26 15:25 ,negative
81,81,https://weibo.cn//u/6875464031,Summmg,女,河北,9,35,23,什么东西,0,2020-08-26 15:24 ,negative
82,82,https://weibo.cn//u/3844306653,糖醋的栗子,女,安徽,8190,300,239,好人难当,0,2020-08-26 15:23 ,negative
83,83,https://weibo.cn//punkzlmodlove,绽放似流水,女,海外,2035,155,358,都说了是猥亵怎么就不管管 真是R了G了，还不能说GA部门的不是，嗨呀真气，什么世道,0,2020-08-26 15:23 ,negative
84,84,https://weibo.cn//u/5643904123,蓉1范2,女,河南,730,38,47,所以说现在在街上看到什么事？都不敢帮忙，因为好心不一定办好事，不是人冷血，是社会、是法律,0,2020-08-26 15:23 ,negative
85,85,https://weibo.cn//u/6507697629,赣s嘻稀劈,男,其他,61,142,25,回复@凌樱在江湖:朋友，你想多了。它们报道内容只有三项：郭嘉凌导仁很忙，国內百姓安居乐业，美锅水深火热。,0,2020-08-26 15:23 ,negative
86,86,https://weibo.cn//u/1213131837,lgm828,男,四川,372,66,132,见义勇为与故意伤害就那么难以界定吗？ 好人实在难当！,0,2020-08-26 15:22 ,negative
87,87,https://weibo.cn//u/2236594927,xtensaga,男,北京,638,157,157,回复@昵称要有四个字:您真逗，那男的就不承认你有啥证据证实人家跟踪？？派出所认定违法也得有证据，何不悄悄跟着等到那人原形毕露再制服他或者报警？？见义勇为也得长点脑子吧？,0,2020-08-26 15:22 ,negative
88,88,https://weibo.cn//u/2135170785,月城石,男,四川,399,61,116,法律是保护坏人的吗,0,2020-08-26 15:22 ,negative
89,89,https://weibo.cn//u/7340593956,徐大嘟嘟吖,男,浙江,1,52,1,所以说明 正义还需要靠群众吗 警察干鸡毛用,0,2020-08-26 15:21 ,negative
90,90,https://weibo.cn//u/5153693445,用户twg17czemf,女,北京,12,29,5,中国的法律,0,2020-08-26 15:21 ,negative
91,91,https://weibo.cn//u/2711003923,纱崎蔻,男,其他,0,188,182,真的害怕大家以后遇到危险的时候，没有人敢伸出援手,0,2020-08-26 15:21 ,negative
92,92,https://weibo.cn//u/2144632660,先秦之始秦末之初,女,天津,354,113,106,但你也会因多次犯罪判重刑 遇事还是交给警察 警察不处理向上级部门投诉 毕竟法律是死的 看到是造成的后果 如果情绪断案 法律就没有要的必要了,0,2020-08-26 15:21 ,negative
93,93,https://weibo.cn//u/3761456432,元气少女王宝强,女,其他,937,960,566, 听这个爸爸说话好心酸，哎,0,2020-08-26 15:20 ,negative
94,94,https://weibo.cn//u/2236594927,xtensaga,男,北京,638,157,157,回复@G点满身:挺身而出确实值得称赞，但把对方打成轻伤或更重也不是理想的做法啊？？,0,2020-08-26 15:20 ,negative
95,95,https://weibo.cn//u/5153693445,用户twg17czemf,女,北京,12,29,5,回复@秋炒栗子:不要把人民警察的形象想象的过于高大,4,2020-08-26 15:20 ,negative
96,96,https://weibo.cn//u/2471401854,Abby丶宸,女,其他,717,471,262,这个社会怎么了,0,2020-08-26 15:19 ,negative
97,97,https://weibo.cn//u/5891120039,寻梦14793,男,其他,10,38,23,回复@扎克人柱力:麻烦了解一下什么叫扭送，什么叫假想的扭送，麻烦了解一下扭送过程对嫌疑人造成轻伤怎么判,1,2020-08-26 15:19 ,negative
98,98,https://weibo.cn//u/3262773552,朱古力小臻,女,广东,733,186,219,如果这就是法律，那是多么让人心寒呀！,0,2020-08-26 15:19 ,negative
99,99,https://weibo.cn//u/6227750613,D彩虹明光,男,其他,0,69,37,回复@大明湖畔的汐先森:要结合主观故意和客观行为来判断是不是犯罪，刑法要这么学，比如警察抓罪犯，如果仅从扭打行为判断，警察是不是殴打他人？,1,2020-08-26 15:18 ,positive
100,100,https://weibo.cn//u/2236594927,xtensaga,男,北京,638,157,157,回复@ZsHAn-0:没看到对方已经被行政拘留了吗？？制止违法也不能把对方往死里打啊？,0,2020-08-26 15:18 ,negative
101,101,https://weibo.cn//u/1069147340,大卫-科波菲尔8789,男,其他,1658,1360,328,应该严查这个办案的警察，,0,2020-08-26 15:18 ,negative
102,102,https://weibo.cn//u/6511157767,曦熙是小老太太,女,重庆,279,9,4,回复@IWANTTOSTUDYNOW:我才不登着他，他打我当然要还回来，我到没出什么事，但是想想这恶心的男的这周围的人，真的那一瞬间后怕惨了，警察要来的时候，摸我的那个男的跑了，剩一个他以为他没摸就没事拿他没办法，去了警察局我一下就放松了，一直哭真的太委屈太无助太倒霉了，真的那个警察局我能记一辈子真的特别好处理了坏人,1,2020-08-26 15:18 ,negative
103,103,https://weibo.cn//u/7066814148,一只有理想的山东高密鸡,男,其他,1401,80,7,公平，法治……笑了,0,2020-08-26 15:17 ,positive
104,104,https://weibo.cn//u/6034554444,linda-201403,女,吉林,31,80,10,法律漏洞太多,0,2020-08-26 15:17 ,negative
105,105,https://weibo.cn//u/6346285190,妖艳儿的包包白56109,男,其他,213,225,328,哪一位警察处理的，解释一下,0,2020-08-26 15:17 ,negative
106,106,https://weibo.cn//u/5578361814,a魔小渔,女,其他,481,246,70,好人难当，女人的社会地位真高，猥亵了别人还能，理直气壮的要好人赔钱，这猪胎老头,0,2020-08-26 15:17 ,negative
107,107,https://weibo.cn//u/2236594927,xtensaga,男,北京,638,157,157,伤够了公安机关肯定是要刑事拘留的，至于是不是正当防卫或过当，也不是公安局完全说的算，还得检察院来认定。对其刑事拘留其实很好理解，即使对方有违法行为，你也不能把人家往死里打啊！,0,2020-08-26 15:17 ,negative
108,108,https://weibo.cn//u/2178563437,小甜甜161,女,广东,3918,911,542,看视频怎么看到猥亵？也看不到有踹伤？难道我眼睛不好？这个视频是什么视频？,0,2020-08-26 15:16 ,negative
109,109,https://weibo.cn//u/3022508081,唐贝妮Ester,女,海外,155,56,138,回复@ZsHAn-0:法制中国,0,2020-08-26 15:16 ,positive
110,110,https://weibo.cn//u/5891120039,寻梦14793,男,其他,10,38,23,回复@扎克人柱力:麻烦看下一些法律界大佬怎么说，谢谢,1,2020-08-26 15:16 ,negative
111,111,https://weibo.cn//u/5605439470,艾瑞莉豆,女,北京,47,20,36, ,0,2020-08-26 15:16 ,positive
112,112,https://weibo.cn//u/3137179987,装满星星兜呀,女,云南,151,75,57,老人摔了，不敢扶，有人被猥亵了，不敢帮，抢救路人会被骂，不敢救……颠倒黑白的世界，还敢有人做好事吗?,0,2020-08-26 15:16 ,negative
113,113,https://weibo.cn//u/2144632660,先秦之始秦末之初,女,天津,354,113,106,回复 ,0,2020-08-26 15:16 ,positive
114,114,https://weibo.cn//u/2471401854,Abby丶宸,女,其他,717,471,262,回复@蕾米莉亚丶抱头蹲防丶斯卡雷特:又产生了新的碰瓷方式，这社会怎么了,0,2020-08-26 15:16 ,negative
115,115,https://weibo.cn//changhang,仅仅仅仅年,男,湖北,93,116,114,这个男生今后再也不会做好事了，所以，多年以后如果街头有人需要救助，而旁边走过一个冷漠男人的时候不要怪他。,0,2020-08-26 15:15 ,negative
116,116,https://weibo.cn//u/5949773243,陈臭臭-,男,其他,14,39,256,以后我来保护女孩子把,0,2020-08-26 15:15 ,positive
117,117,https://weibo.cn//u/3903333984,轻型巡羊舰,女,海外,527,278,161,绝不能让这种行为影响前途，希望以后会和男孩打交道的人都认识到这是一件值得骄傲的事情，应该从好的方面影响前途！！,0,2020-08-26 15:15 ,positive
118,118,https://weibo.cn//u/3022508081,唐贝妮Ester,女,海外,155,56,138,回复@尖灬果儿:给老头赔副棺材吧,5,2020-08-26 15:15 ,negative
119,119,https://weibo.cn//u/3220076471,Love薇-7v,女,江苏,6228,533,352,从此又多了一个碰瓷伎俩,0,2020-08-26 15:15 ,negative
120,120,https://weibo.cn//u/5891120039,寻梦14793,男,其他,10,38,23,回复@扎克人柱力:麻烦您老人家去看下《中华人民共和国刑事诉讼法》第八十四条，谢谢！,1,2020-08-26 15:15 ,negative
121,121,https://weibo.cn//u/5496944313,木申-,男,海外,237,648,2331,？？？我好想法盲 我想问凭啥？？？？,1,2020-08-26 15:14 ,negative
122,122,https://weibo.cn//u/1893811591,-小魚兒魚小-,男,北京,330,288,408,回复@海屿星辰NY:刑事拘留只是措施，不是处罚！仅仅是有嫌疑，只要法院没有判有罪，就啥事没有，他现在已经解除了刑拘，就说明更没事了！但是如果是行政拘留，那就是处罚，只不过不是刑事处罚，多多少少会有一点影响！他现在案件还没结束，结果如何估计很快就会有消息了！,0,2020-08-26 15:14 ,positive
123,123,https://weibo.cn//u/3613580977,章鱼丸子---Chariol,女,上海,4149,170,24,气死了气死了！,0,2020-08-26 15:14 ,negative
124,124,https://weibo.cn//u/7383111515,杏林肖肖,女,辽宁,47,68,2,司法机构应该是为正义发声的！,0,2020-08-26 15:14 ,positive
125,125,https://weibo.cn//02520fengyuyezi,仙人閣--雙子星,男,广东,248,357,174,当你看到这段新闻时，你可能很生气，但是，接下来我要告诉你的是，你，没有能力生气，因为你穷,0,2020-08-26 15:14 ,negative
126,126,https://weibo.cn//u/3285861443,你幸运的LLL,男,其他,191,111,88,见义勇为的人当成当犯人抓，真给警察丢脸！ 希望受害人得到合理的赔偿！,0,2020-08-26 15:14 ,negative
127,127,https://weibo.cn//u/5849107708,CeLia64619,女,其他,138,121,88,为什么抓人家？这样公平吗？以后路上的行人遇到危险谁敢伸出援助之手呢？,0,2020-08-26 15:14 ,negative
128,128,https://weibo.cn//u/5893682753,憔悴东风201604,女,山东,17493,459,721,这就是在惩善扬恶吧！那个男生好棒啊！,0,2020-08-26 15:14 ,negative
129,129,https://weibo.cn//u/1757368121,礼用抢,男,北京,3580,388,208,不出意外 永州再一次让人失望,0,2020-08-26 15:14 ,negative
130,130,https://weibo.cn//u/3050252313,IWANTTOSTUDYNOW,女,福建,176,707,1156,回复@曦熙是小老太太:我的天 抱抱你,0,2020-08-26 15:14 ,negative
131,131,https://weibo.cn//u/1976617183,就这样的人儿,女,海外,1510,1100,145,讽刺,0,2020-08-26 15:14 ,negative
132,132,https://weibo.cn//u/6054953339,把手给我2017,男,北京,376,366,227,断案也得看起因吧？,1,2020-08-26 15:14 ,negative
133,133,https://weibo.cn//bixiaoping19880802,恰似无意终成忆,女,海外,27,8,22,警方垃圾,0,2020-08-26 15:14 ,negative
134,134,https://weibo.cn//u/6291721988,人嘛最重要的是开心快乐,男,其他,1032,794,10,回复@蕾米莉亚丶抱头蹲防丶斯卡雷特:开创另一个致富道路,4,2020-08-26 15:14 ,positive
