,Unnamed: 0,评论者主页,评论者昵称,评论者性别,评论者所在地,评论者微博数,评论者关注数,评论者粉丝数,评论内容,评论获赞数,评论发布时间,senta_sentiments
17,17,https://weibo.cn//u/7401855298,吾乃辣个心韵儿,男,河南,27,105,9,唉，三观尽毁，我裂开了,0,2020-08-26 22:49,negative
18,18,https://weibo.cn//u/2389398320,不睡午觉星人,女,重庆,677,301,353,干得漂亮？,0,2020-08-26 22:49,positive
19,19,https://weibo.cn//u/6047308704,改改名字转转运啊,女,其他,981,495,179,我觉得这家人应该感谢下微博网友,0,2020-08-26 22:49,positive
20,20,https://weibo.cn//u/5319498165,骑公路的钟仔,男,广东,46,353,64,可惜了，已经留了案底,0,2020-08-26 22:49,negative
21,21,https://weibo.cn//wuvivi,Ng_mmm,女,广东,2727,288,359,回复@老窝头:我家被强拆，没有一家敢报，明天试下东方！,0,2020-08-26 22:47,negative
22,22,https://weibo.cn//u/2793641155,大白BigBay,男,河南,266,355,1017,这一个刑拘，对男孩心里造成了多不好的影响。虽然最后撤销了,0,2020-08-26 22:47,negative
23,23,https://weibo.cn//u/1433698607,听说名字可以取这么长哦哟,男,吉林,309,101,354,法律推进靠媒体，不知道制定的法律有何用,0,2020-08-26 22:46,negative
24,24,https://weibo.cn//u/5664072999,绝色23333,女,辽宁,178,124,75,给东方今报点赞,1,2020-08-26 22:46,positive
25,25,https://weibo.cn//u/2458707317,风忆78,男,陕西,8484,425,294,应该赔偿吧,0,2020-08-26 22:40,negative
26,26,https://weibo.cn//u/5394060480,王一宝我是王二宝,女,辽宁,1343,149,46,良心媒体人！关注！超感动！,0,2020-08-26 22:37,positive
27,27,https://weibo.cn//u/1016653775,幸福的羊hz,男,浙江,4986,1139,428, 必须追责啊！权力在阳光下执行！//,0,2020-08-26 22:36,negative
28,28,https://weibo.cn//u/6529580291,卷虹星艾特信一,男,山东,4,82,2,回复@东方今报:为什么普通人的生死没有人会管一下？,0,2020-08-26 22:36,negative
29,29,https://weibo.cn//u/2909124313,邢在邑城,男,山东,3769,215,614,男孩有担当，对方有人。,0,2020-08-26 22:36,positive
30,30,https://weibo.cn//u/6529580291,卷虹星艾特信一,男,山东,4,82,2,回复@东方今报:请问你能帮我一个忙吗？转一下我的微博。,0,2020-08-26 22:36,positive
31,31,https://weibo.cn//u/6293853019,宸铮YYT,男,其他,0,11,10,回复@汶坤儿姐姐:复读太苦了，读了浙江第一专科，走统招专升本吧,0,2020-08-26 22:36,negative
32,32,https://weibo.cn//u/1002968943,阿明真是太可爱了呢,男,其他,0,74,3,@没人可以在我的BGM里打赢我,0,2020-08-26 22:35,negative
33,33,https://weibo.cn//u/1880170565,煎饼的,男,广东,2677,433,476,正义！,0,2020-08-26 22:35,positive
34,34,https://weibo.cn//u/6370422905,瑾年薄凉她心8498,男,其他,0,3,2,回复@所隔皆山海所念皆星河:点赞,0,2020-08-26 22:34,positive
35,35,https://weibo.cn//u/5520140720,爱人若爱其声,男,江西,406,315,71,回复@黝黑的粽子:你开玩笑，你也不看看中西部市一级一下警察普遍水平怎样、有多高，专有名词怕都被提起来需要百度翻阅,0,2020-08-26 22:34,negative
36,36,https://weibo.cn//u/1828825675,简明月Alice,女,江苏,29913,3866,1316,太棒了，真是传媒良心,0,2020-08-26 22:33,positive
37,37,https://weibo.cn//u/2258700772,大刚1129,男,上海,6680,619,288,太缺少正义的媒体了,0,2020-08-26 22:33,negative
38,38,https://weibo.cn//1991myan,艳行美食,女,海南,19452,1118,2230,好人要是没好报，那以后我们不做好人了！,0,2020-08-26 22:31,negative
39,39,https://weibo.cn//BBliangxintong,若是尐年青澀如初,女,福建,16565,3628,72815,//,0,2020-08-26 22:31,positive
40,40,https://weibo.cn//u/5292072017,陈伟霆爱HAN寒,男,江苏,26496,1202,1333,才15日。不知道，勒索，还有串供签字违规操作的那些个“临时工”怎么处理啊？不会内部处理检讨书都不用写的吧？,0,2020-08-26 22:31,negative
41,41,https://weibo.cn//zikexiansheng,喵喵小姐大战小西几,女,海外,25,130,599,回复@七月森南:哈哈，因为我对象是个性格内向的瓜娃子,0,2020-08-26 22:31,positive
42,42,https://weibo.cn//u/1696720091,不挑食的俊哥儿,女,浙江,206,142,207,@快给我零花钱,0,2020-08-26 22:31,positive
43,43,https://weibo.cn//u/6105933913,老爷的爱妾,女,山西,103,129,30,麻烦把变态男的照片公布出来，大家都认认,0,2020-08-26 22:30,negative
44,44,https://weibo.cn//u/5661995743,X13A神谕,男,其他,49,43,8,如果投身黑暗能够制裁黑暗的话，我愿意,0,2020-08-26 22:30,positive
45,45,https://weibo.cn//u/7468815000,派大星90752,男,其他,0,53,1,所以那个黄警官呢？什么事都没有？人家学生白白关几个月？高考？,0,2020-08-26 22:30,negative
46,46,https://weibo.cn//u/6531280323,Jackkie0714,男,上海,16,214,90,南京法官附体？？？？？？,0,2020-08-26 22:30,negative
47,47,https://weibo.cn//u/6339669746,ADAGIO堇然,女,湖南,4,52,17,回复@居一龙家的猫:小城市就这样，谁想管这些事情都是吃软饭的多,0,2020-08-26 22:29,negative
48,48,https://weibo.cn//u/2870973324,小周爱吃饼干,男,湖南,119,36,345,就算这小男孩最后被证明是清白的，可这个事对他人生的影响是没办法逆转的，和那些扶老人的一样就算证明是清白但却需要消耗大量的时间，甚至有些还不一定能证明清白所以人心冷漠并非没有道理,0,2020-08-26 22:28,negative
49,49,https://weibo.cn//u/5342109761,18岁老中医,男,海外,2942,318,94,这男生这辈子都不再敢见义勇为了。同理我也不敢，不做坏事就是我最大限度了,0,2020-08-26 22:27,negative
50,50,https://weibo.cn//u/6326377457,荒余CC,女,上海,7,5964,135,回复@酷盖染碟:在地球谈这个？地球人要是知道就不会现在这样了,0,2020-08-26 22:27,negative
51,51,https://weibo.cn//u/6105933913,老爷的爱妾,女,山西,103,129,30,回复@居一龙家的猫:，希望猥亵男都去慰问下警察叔叔家里的女人👩,0,2020-08-26 22:26,positive
52,52,https://weibo.cn//u/5547435679,浅饮此生_0222,女,江苏,15,45,30,我觉得不仅要调查案件，还要调查冷水滩公安分局是不是有问题。,0,2020-08-26 22:26,negative
53,53,https://weibo.cn//u/2067495815,抠指无罪抠指高贵抠指万万岁,女,广东,677,521,355,赔偿!赔偿!赔偿!!!,0,2020-08-26 22:26,negative
54,54,https://weibo.cn//u/6326377457,荒余CC,女,上海,7,5964,135,回复@居一龙家的猫:不可能道歉 你见过官方道歉？官方没有错错的是百姓 不该麻烦警方,0,2020-08-26 22:25,negative
55,55,https://weibo.cn//u/5657896541,NP606,男,福建,7,183,58,治安被jc搞坏,0,2020-08-26 22:24,negative
56,56,https://weibo.cn//u/6326377457,荒余CC,女,上海,7,5964,135,回复@老窝头:中国垃圾媒体占90 包括官方,0,2020-08-26 22:23,negative
57,57,https://weibo.cn//u/6326377457,荒余CC,女,上海,7,5964,135,不上诉警方？就这么完了？那边不公开道歉？,0,2020-08-26 22:22,negative
58,58,https://weibo.cn//u/3414708424,绅贲,男,西藏,585,609,31,蛇鼠一窝 草,0,2020-08-26 22:22,negative
59,59,https://weibo.cn//u/3051553491,我我我我口吃结巴了,男,福建,123,120,335,回复@居一龙家的猫:这年头警察信不了的,0,2020-08-26 22:20,negative
60,60,https://weibo.cn//776401902,向往的农家小院,女,广东,479,73,39,表扬你东方今报,0,2020-08-26 22:17,positive
61,61,https://weibo.cn//u/2783621880,一次就好vov,男,其他,80,109,47,光天化日竟敢如此放肆，那个老家伙平时不定多嚣张，坚决支持扫黑除恶。,0,2020-08-26 22:15,negative
62,62,https://weibo.cn//u/7306347913,门前车马路,女,其他,3,16,3,强烈要求追责猥亵行为和当地公安机关失职行为,0,2020-08-26 22:13,negative
63,63,https://weibo.cn//u/5192022778,海潮沙沙沙,男,上海,255,433,172,好媒体！！,0,2020-08-26 22:11,positive
64,64,https://weibo.cn//u/6348766239,纠结的yaya,女,内蒙古,108,41,44,为什么只有通过舆论才能作出正确的相应措施，法律法规公序良俗都要给舆论让步？,0,2020-08-26 22:10,negative
65,65,https://weibo.cn//u/5385432912,柒仔哥哥_79563,男,四川,52,42,6,赞一个你们报道！,0,2020-08-26 22:10,positive
66,66,https://weibo.cn//u/5759041621,明天你好7455513,男,其他,0,52,29,1,0,2020-08-26 22:09,positive
67,67,https://weibo.cn//ee521,He璐璐,女,浙江,10197,260,1529,好孩子！我们都站在你身边,0,2020-08-26 22:08,positive
68,68,https://weibo.cn//u/5522196336,也曾踏月下長安,女,陕西,240,828,2558,@努努力就能平淡,0,2020-08-26 22:08 ,negative
69,69,https://weibo.cn//u/6404811515,研茶问股,男,山东,451,950,1529,屁民，无语,0,2020-08-26 22:08 ,negative
70,70,https://weibo.cn//u/1314893674,金一样的人生,女,北京,656,71,250,影响了高考挺遗憾的，明年重新考吧,0,2020-08-26 22:03 ,negative
71,71,https://weibo.cn//u/1637185854,book小胖,男,浙江,1261,939,325,一个小小派出所的案子都有这么大阻力，需要连发七篇报道，舆论确实没屌用了，做个良民吧各位，别多管闲事了以后,0,2020-08-26 21:59 ,negative
72,72,https://weibo.cn//u/1862544235,老子超可爱丶,女,海外,208,130,1062,回复@水瓶里的小狮子Z:不是所有都是人民警察，也有些是zha,0,2020-08-26 21:59 ,negative
73,73,https://weibo.cn//u/5802333279,半世生箫半世妆,女,安徽,2918,170,133,额,0,2020-08-26 21:58 ,negative
74,74,https://weibo.cn//u/1578321893,优昙婆逻C,男,广东,2723,2580,597,报人应有的责任！加油,0,2020-08-26 21:58 ,positive
75,75,https://weibo.cn//u/1901913307,-我的心如水,男,北京,80,45,171,回复@居一龙家的猫:这样的警察怎么能保护人民啊,0,2020-08-26 21:57 ,negative
76,76,https://weibo.cn//metohuihui,早安huihui,男,江苏,5873,1208,551,关注你了。真的是滑天下之大稽。看得我目瞪口呆。魔幻。,1,2020-08-26 21:57 ,negative
77,77,https://weibo.cn//u/5331285324,脾气暴躁的韦先生,男,其他,90,4,99,中国的黑社会成员已都跑去当警察了,0,2020-08-26 21:56 ,negative
78,78,https://weibo.cn//u/5919573061,喜欢满天星的草莓,女,河北,8,179,15,这都不上热搜？,0,2020-08-26 21:55 ,negative
79,79,https://weibo.cn//u/5919573061,喜欢满天星的草莓,女,河北,8,179,15,这都不上热搜？,0,2020-08-26 21:55 ,negative
80,80,https://weibo.cn//u/7199083355,君卧沙场_1,男,河北,3,27,87,回复@居一龙家的猫:有这样的jc社会能好的了才怪,0,2020-08-26 21:54 ,negative
81,81,https://weibo.cn//u/5234259839,墨子的娘,女,新疆,6,81,11,那个付的医药费也要还回来！！,0,2020-08-26 21:53 ,negative
82,82,https://weibo.cn//u/6475309137,汪汪队拯救低能儿,男,其他,2892,274,185,依据又是什么？,0,2020-08-26 21:52 ,negative
83,83,https://weibo.cn//u/2845284812,他们都叫我谦哥,男,四川,113,77,192,这个法律是真的可笑,0,2020-08-26 21:51 ,negative
84,84,https://weibo.cn//u/2904214407,梦里梦到醒不来的梦0828,女,辽宁,2651,78,124,只能靠舆论才能匡扶正义吗？ 冰冷的社会,0,2020-08-26 21:50 ,negative
85,85,https://weibo.cn//u/5334907522,婷儿f1992,女,河北,491,213,124,额额,0,2020-08-26 21:50 ,negative
86,86,https://weibo.cn//u/6025865569,汶坤儿姐姐,女,四川,614,323,77,回复@宸铮YYT:soga了解了，那你复读吗还是读大专再考成人那种啊，加油💪,0,2020-08-26 21:50 ,positive
87,87,https://weibo.cn//u/1055431280,裁断机设计,男,江苏,202,50,147,回复@东方今报:关注你了,0,2020-08-26 21:50 ,positive
88,88,https://weibo.cn//u/5935660382,-馬志豪-,男,其他,33,29,602,回复@夏橘子喵:高考是真的明年还要一年太难了,0,2020-08-26 21:49 ,negative
89,89,https://weibo.cn//u/6178196911,我在哪儿1998,男,湖南,148,282,172,我大永州可是多次全国出过名的额，都是大案冤案,0,2020-08-26 21:49 ,negative
90,90,https://weibo.cn//u/3057118627,Rileytokyo,女,广东,20,19,309,关了2个多月？心理阴影都出来了。。,0,2020-08-26 21:49 ,negative
91,91,https://weibo.cn//u/1956873872,ETALI,女,广东,117,128,936,回复@居一龙家的猫:附议！,0,2020-08-26 21:48 ,positive
92,92,https://weibo.cn//u/6816543115,潜入海底的小虾米,女,湖北,887,330,33,回复@辅导员什么都会:我们夹总今天还假惺惺转发了几条呢！🙃🙃🙃,0,2020-08-26 21:47 ,negative
93,93,https://weibo.cn//u/1930718491,清风轩雅,男,新疆,5323,1117,2358,媒体,0,2020-08-26 21:46 ,negative
94,94,https://weibo.cn//u/1995680783,科技的发展,女,辽宁,1037,128,194,良心媒体,0,2020-08-26 21:45 ,negative
95,95,https://weibo.cn//u/6385679590,Ms乔西,女,北京,102,63,60,不是说那个警察和这个猥琐男是老表吗？,0,2020-08-26 21:43 ,negative
96,96,https://weibo.cn//u/2653769635,吃香喝辣蹦迪少女,男,其他,3775,443,139,希望严惩批准、拘留学生的相关警务人员、严惩猥亵、勒索主犯。希望基层警察心怀正义。,0,2020-08-26 21:42 ,positive
97,97,https://weibo.cn//u/3187986400,机器蛙,女,广东,16357,2214,545,为《东方今报》点赞。匡扶正义，弘扬正能量，功不可没。这样的有良知，有良心的媒体发布的消息，大家都转发。,0,2020-08-26 21:41 ,positive
98,98,https://weibo.cn//u/1802081507,大王别跑,男,福建,536,204,296,好拗口迷离,0,2020-08-26 21:41 ,negative
99,99,https://weibo.cn//u/5744073633,幸福的彼岸201510,女,辽宁,8386,280,37,如果不解除，试问世人谁还敢见义勇为，感谢微博，感谢网络,0,2020-08-26 21:40 ,negative
100,100,https://weibo.cn//zch321,家在最北边,男,广东,4060,2334,982,1,0,2020-08-26 21:40 ,positive
101,101,https://weibo.cn//u/7254288177,陌上花寻,女,湖南,22,96,5,，,0,2020-08-26 21:39 ,negative
102,102,https://weibo.cn//u/6072458591,啊X阿T,男,浙江,191,184,17,必须见义勇为  难道就让他一走了之?,0,2020-08-26 21:39 ,negative
103,103,https://weibo.cn//u/2895661275,嘚儿那个噹,女,四川,1218,445,156,真的是良心媒体，好好报道下，查查那些辣鸡，不要让好人寒心,0,2020-08-26 21:39 ,negative
104,104,https://weibo.cn//u/7332110237,崇君7788,女,其他,1,3,1,矫正应是见义勇为,0,2020-08-26 21:37 ,negative
105,105,https://weibo.cn//u/5898390759,好像要下雨哦,女,河南,78,140,38,我弟弟也是这样，当时双方推搡都好好的，过了半个多月通知我们我弟被抓了说对方鼻骨骨折要30万，我们最后给了二十五万拿了谅解书还被判一年！重点是在唱歌的门口发生的争执，对方是好几个人我弟弟就一个人，并且当晚的监控还被删了！警察就凭我弟弟推了别人的证词没有别的证据！就因为对方在检察院有人,0,2020-08-26 21:36 ,negative
106,106,https://weibo.cn//u/7335633289,浩凌妈妈,男,其他,571,632,127,     举报             赞[0]         回复             今天 21:35 来自网页,0,2020-08-26 21:35 ,negative
107,107,https://weibo.cn//u/5220762758,Thebeautyoflove,男,四川,40,1286,58,我就想知道冷水滩的警察收了多少好处,0,2020-08-26 21:34 ,negative
108,108,https://weibo.cn//u/2714785382,魔鬼刀的梦想盛宴,女,湖南,659,712,167,学生老实就遭到羁押，老流氓无法无天就能判得赔偿。这样的警察不要也罢,0,2020-08-26 21:33 ,negative
109,109,https://weibo.cn//u/5196359596,酸眯眯爱吃甜甜圈,女,广西,34,518,591,猥亵的人真的很恶心，会给女孩子留下阴影的。那个男生真的很棒,0,2020-08-26 21:32 ,negative
110,110,https://weibo.cn//u/7246843384,只对他动心-,女,云南,2,15,4,nice,0,2020-08-26 21:32 ,positive
111,111,https://weibo.cn//u/6591612956,Imogen蒙大人,女,海外,20,54,2,唉，有些人都讨厌警察，可能是某些警察的做法，真的让人挺讨厌的,0,2020-08-26 21:30 ,negative
112,112,https://weibo.cn//u/5955608723,省钱券券candy,女,四川,736,396,95,以后谁还敢见义勇为啊，人情都被法律制裁善者磨灭了,0,2020-08-26 21:30 ,negative
113,113,https://weibo.cn//u/7307057784,扒啦啦啦啦,男,其他,220,59,7,     举报             赞[0]         回复             今天 21:28 来自网页,0,2020-08-26 21:28 ,negative
114,114,https://weibo.cn//u/3899334484,辅导员什么都会,男,湖南,780,932,601,回复@变猫奴的冰小谢:行政拘留15天,0,2020-08-26 21:28 ,negative
115,115,https://weibo.cn//u/5386596194,七月森南,男,其他,54,57,55,回复@喵喵小姐大战小西几:这样儿的对象 我靠好有安全感,0,2020-08-26 21:27 ,positive
116,116,https://weibo.cn//511527012,秀甄小睡衣,女,福建,711,300,616,男孩的损失那么大，谁给他补偿,0,2020-08-26 21:24 ,negative
117,117,https://weibo.cn//u/1104150352,游戏堂主,女,其他,40,18,151,以后可以随意动私刑，甚至还能被称为见义勇为,0,2020-08-26 21:23 ,positive
118,118,https://weibo.cn//u/7303098403,暂无网名27682,男,其他,34,5,1,6666,0,2020-08-26 21:23 ,positive
119,119,https://weibo.cn//u/6694839588,牛姐姐超,女,其他,1,116,34,果断关注,0,2020-08-26 21:23 ,positive
120,120,https://weibo.cn//u/1765042000,油条炒西瓜,男,北京,295,835,227,派出所黄警官开除了吗,0,2020-08-26 21:21 ,negative
121,121,https://weibo.cn//u/3270085407,緋紅豆豆仙,男,湖南,462,118,98,回复@居一龙家的猫:正义已死，有事烧纸！,0,2020-08-26 21:20 ,negative
122,122,https://weibo.cn//u/2758917531,哞哞小先森,男,河北,81,195,53,回复@黝黑的粽子:相关办案民警从上撸到下，扣除一年所有奖金绩效，公开赔礼道歉！大声点！严查当地派出所有没有滥用职权，有没有渎职，有没有警匪勾结！这件事事实清楚，证据确凿，让十岁孩童来都判不错，你一个警察就这样把人刑拘了？你说你没勾结谁信呢？？？国家权力机关公信力就是被基层这些苍蝇搞臭的！,1,2020-08-26 21:16 ,negative
123,123,https://weibo.cn//u/7337743659,-空涯,男,安徽,13,20,39,国家的法律应该规定。对正在进行重大危害性行为的罪犯除去一切法律保护,0,2020-08-26 21:16 ,negative
124,124,https://weibo.cn//u/3192117401,半梦兮,女,湖北,1778,890,343,帮助人的男孩，你的内心有正义的光。你有属于年轻人特有的热血和冲动，我特别喜欢勇敢的年轻人，虽然我年纪也不大。以后记得帮助别人的时候也要保护好自己。拥抱初心，希望这次的事情对你有太大伤害，好好的，过段时间就好了，记住永远不要熄灭心里的光。,0,2020-08-26 21:15 ,positive
125,125,https://weibo.cn//u/6189578474,大洋彼岸Usher,男,海外,175,104,207,年纪越大越不正常，已经成为潮流了,0,2020-08-26 21:14 ,negative
126,126,https://weibo.cn//u/6651804741,YPYXFDY80884,男,其他,1569,398,111,，,0,2020-08-26 21:12 ,negative
127,127,https://weibo.cn//u/6189578474,大洋彼岸Usher,男,海外,175,104,207,年纪越大越不正常，已经成为潮流了,0,2020-08-26 21:14 ,negative
128,128,https://weibo.cn//u/6651804741,YPYXFDY80884,男,其他,1569,398,111,，,0,2020-08-26 21:12 ,negative
129,129,https://weibo.cn//u/5957822925,普通变态颂乐,女,广东,175,138,71,这就是降分录取的警察呢,0,2020-08-26 21:11 ,negative
130,130,https://weibo.cn//u/5362808919,野马佩刀,男,山东,39,134,56,百姓不过是求个平安日子,0,2020-08-26 21:10 ,negative
131,131,https://weibo.cn//u/6239831951,柠檬不酸-橘子不甜,男,山西,14,100,159,雷某是不是给警察钱了,0,2020-08-26 21:10 ,negative
132,132,https://weibo.cn//u/3625915643,娇_HF,女,黑龙江,416,395,94,不上热搜警察就和稀泥，我老公昨天在路上正常转眼，电瓶车看手机没看路，抬头时差点撞到我们车尾，自己车一歪滑路上，电瓶车压身上，报警后指认不出来哪里刮蹭他（因为没有洗车，车上面有灰）全车一点没有剐蹭，愣要1000块钱，因为车是日常送货车我们不能把车扣到那继续耗下去，最后给了500，太TM生气,0,2020-08-26 21:09 ,negative
133,133,https://weibo.cn//u/7385369778,斜月浅影33006,男,其他,62,56,1,感觉这才是真正的媒体应该做的事情！！,0,2020-08-26 21:09 ,positive
134,134,https://weibo.cn//u/5272599613,把你的臭鼠标拿开,女,湖南,8,58,145,回复@暴躁的暗黑LM:对，还要问一下猥亵犯摸的舒不舒服,0,2020-08-26 21:07 ,negative
135,135,https://weibo.cn//u/5653469822,偷税师,女,其他,109,411,111,回复@东方今报:太给我们河南长脸了,0,2020-08-26 21:05 ,positive
136,136,https://weibo.cn//u/6267422344,用户marongman1666,女,其他,8,14,2,雷某警方有人！希望国家越来越公平，希望对违法办案者严惩！,0,2020-08-26 21:04 ,negative
137,137,https://weibo.cn//u/2882565463,秦朝科技喵,男,广东,1918,23,19425,这次事件反转东方今报确实功不可没！点赞！其他媒体几乎没有敢发声的，渣浪还撤热搜。,0,2020-08-26 21:04 ,positive
138,138,https://weibo.cn//u/7362769886,鎏金铄土,女,其他,148,31,4,挺无奈的，这样的事得按闹分配。现在结果是很好，但是又忍不住想还有多少这样的冤情只是因为没有被看到就消失了。希望这种情况只是少部分吧,0,2020-08-26 21:03 ,negative
139,139,https://weibo.cn//u/5854817309,闲听微雨,女,辽宁,6055,471,51,回复@耶稣夫斯基:感谢东方今报！正义媒体！点赞！,0,2020-08-26 21:02 ,positive
140,140,https://weibo.cn//u/3722185157,总有逗比挑衅本宗,男,陕西,2237,104,765,天理何在,0,2020-08-26 21:01 ,negative
141,141,https://weibo.cn//u/5162893357,双子老刘,男,山东,2563,1124,336,😁😁😔,0,2020-08-26 20:59 ,negative
142,142,https://weibo.cn//u/7352769081,达西先生的Isabel,女,其他,141,171,4,正义的媒体！！！,0,2020-08-26 20:58 ,negative
143,143,https://weibo.cn//u/5891308027,莺莺小仙女嫁给我,女,其他,5226,36,51,你真棒！,0,2020-08-26 20:57 ,positive
144,144,https://weibo.cn//u/2271670081,变猫奴的冰小谢,女,广西,552,65,132,回复@董大大大大仙儿:说得国外没有似的。支持你放弃,1,2020-08-26 20:54 ,negative
145,145,https://weibo.cn//u/2271670081,变猫奴的冰小谢,女,广西,552,65,132,回复@辅导员什么都会:那个52岁的畜业呢,1,2020-08-26 20:53 ,negative
146,146,https://weibo.cn//u/5928466453,大眼看世界49050,女,其他,415,191,5,踹的好，有血性，好男儿,0,2020-08-26 20:51 ,positive
147,147,https://weibo.cn//u/5623742303,弥生般若1003,女,其他,60,89,76,回复@清仪凝眉:看透不说透，不然那死变态后面那么嚣张要20万，不过事情也挖不了的，你看那么多事情哪个挖到底了，都是点到为止,1,2020-08-26 20:51 ,negative
148,148,https://weibo.cn//u/5580605488,拿着键盘升级的DNF勇士,男,北京,1280,474,453,回复@黝黑的粽子:某地警方：优秀群众太少,0,2020-08-26 20:50 ,negative
149,149,https://weibo.cn//u/2309070375,Lucky-wang-,女,北京,82,387,1167,回复@居一龙家的猫:麻烦给冷水滩涉案警察抄了家好吗？让他们家的母亲姐姐老婆女儿都出来被猥亵好吗，我看看他们还能做同样的决定吗哈哈哈哈哈哈 猥亵一遍不够就两遍三遍四遍五遍六遍,0,2020-08-26 20:50 ,negative
150,150,https://weibo.cn//u/6214119436,小宝宝快乐么么哒,女,其他,521,200,74,回复@路纬轩:又想起了那句“不是你推的，干嘛扶”。警察本是正义的天使，却成了恶魔的帮凶,1,2020-08-26 20:50 ,positive
151,151,https://weibo.cn//u/6214119436,小宝宝快乐么么哒,女,其他,521,200,74,东方今报，关注了，好样儿的,0,2020-08-26 20:48 ,positive
152,152,https://weibo.cn//u/7238301022,秋之棠07274,男,云南,773,223,78, ,0,2020-08-26 20:47 ,positive
153,153,https://weibo.cn//u/7376246162,杜三水687,女,其他,13,26,4,以后谁还敢见义勇为,1,2020-08-26 20:46 ,negative
154,154,https://weibo.cn//u/1622978163,多大人是我大人,男,浙江,3028,107,644,我们还嘲笑特烂普推特治国呢，有时候想想，我们有什么资格笑它,0,2020-08-26 20:46 ,negative
155,155,https://weibo.cn//u/2355437995,没别的就是喜欢萧萧,女,其他,42752,424,536,心酸,0,2020-08-26 20:46 ,negative
156,156,https://weibo.cn//u/1012516350,缪斯无言,女,辽宁,567,697,109,好的媒体就应该这样，匡扶正义！棒,0,2020-08-26 20:44 ,positive
157,157,https://weibo.cn//pandayip,PanYip,女,海外,713,263,619,回复@funny69967:对，一定要清查。感觉后面的老虎很大，苍蝇也不小。,0,2020-08-26 20:42 ,negative
158,158,https://weibo.cn//u/1698892272,不靠谱的女侠_,女,山东,3992,1083,220,一定不要给孩子留案底！,0,2020-08-26 20:42 ,negative
