,Unnamed: 0,评论者主页,评论者昵称,评论者性别,评论者所在地,评论者微博数,评论者关注数,评论者粉丝数,评论内容,评论获赞数,评论发布时间,senta_sentiments
37,37,https://weibo.cn//u/3477455780,我有过春夏秋冬,男,山东,125,58,185,回复@性感沙雕·腿毛妹:我觉得还是少纠结一些字眼，更多关注一些裁判的是否公平公正。 我觉得更应该是关注一些实体的结果，一个穷凶极恶的罪犯，哪怕一个通报写的一个人罪大恶极，但却给他判极轻的刑罚，这是不合理的，但是如果平铺直叙，但却给他一个相适应的刑，这才是合理的。,0,2020-08-26 09:54 ,positive
38,38,https://weibo.cn//u/5153160637,爱捣蛋的小行星999,女,江苏,334,330,71,受伤完全是因为对方年纪大，骨头脆，还没怎么打就骨折了，所以说要教训坏人还得拿捏力道，哈哈哈，真讽刺,0,2020-08-26 09:50 ,negative
39,39,https://weibo.cn//u/6961778099,性感沙雕·腿毛妹,女,其他,1,31,1,回复@我有过春夏秋冬:故意碰撞猥亵不行么,0,2020-08-26 09:42 ,negative
40,40,https://weibo.cn//u/6961778099,性感沙雕·腿毛妹,女,其他,1,31,1,如果有一天你身边的人遭猥亵你还会伸出援手吗？ 如果我有一天被猥亵了，连警察都不能帮我讨回公道，那么就请你不要插足我与猥亵者之间的友好沟通,0,2020-08-26 09:41 ,negative
41,41,https://weibo.cn//u/5915091558,踩着风火轮的小胖子,男,河北,138,97,256,回复@smiling_crow:第一句话其实已经交代清楚了：“警方在办理一起故意伤害案中”这不是猥亵未成年少女案件，这是故意伤害案。,0,2020-08-26 09:16 ,negative
42,42,https://weibo.cn//u/3926271319,凯特布莱克好久没画画了,男,北京,410,1920,148,回复@你看这个好吃吗:什么时候不奇葩过，只是现在信息发达了而已。,0,2020-08-26 09:09 ,negative
43,43,https://weibo.cn//suwei91,_腿控患者,男,上海,6263,2416,11829,让没有办事能力的人滚出我国警察队伍好么,0,2020-08-26 09:08 ,negative
44,44,https://weibo.cn//u/5957822925,普通变态颂乐,女,广东,175,138,71,回复@嘿快藏起来:扭送行为了解一下，最多就是过度扭送，造成轻伤不追责，合理合法，而且服众,0,2020-08-26 08:14 ,negative
45,45,https://weibo.cn//u/7052780142,君无言卿墨迹94625,男,其他,16,374,4,现在的警察不知道怎么了,0,2020-08-26 08:03 ,negative
46,46,https://weibo.cn//u/2584064052,你看这个好吃吗,女,重庆,67,48,68,回复@凯特布莱克好久没画画了:所以这世道真是奇葩呀,0,2020-08-26 07:51 ,negative
47,47,https://weibo.cn//u/2584064052,你看这个好吃吗,女,重庆,67,48,68,回复@笑不达眼底:啊哈哈哈给 可能是吧，真是尴尬,0,2020-08-26 07:51 ,negative
48,48,https://weibo.cn//u/3411426150,梦鲤梦鲤不信锦鲤,男,广东,890,1078,208,回复@尖灬果儿:注意我一直强调人家17岁，一个十七岁少年在面临这种事情的时候冲动真的很正常，踢了人一脚也不可能很冷静地马上停止情绪与动作。嫌疑人就是在报警之后准备逃跑了，男生真的以为自己在做一件对的事情，我说显得冷漠是17岁这个年龄时，一个少年就如此冷静成熟是不可能的，在他看来这样是冷漠的……,0,2020-08-26 07:49 ,positive
49,49,https://weibo.cn//u/2501811965,褴褛猫C,女,其他,3433,1117,253,回复@饭团想吃橘子:警察学院有专科啊，男生两百分就能进,0,2020-08-26 07:42 ,positive
50,50,https://weibo.cn//u/7402289577,八言Lori,男,其他,2,56,3,回复@饣反木甬i:首先他猥亵女生 被抓到监控室指认的时候逃跑，请问如果是你你怎么办？看着他逃跑？还是点头哈腰的送他走还要告诉他路上小心？,5,2020-08-26 07:39 ,negative
51,51,https://weibo.cn//u/5844224468,knight33957,男,其他,1,45,2,见义勇为的事你还敢做吗？,0,2020-08-26 07:29 ,negative
52,52,https://weibo.cn//neonwildness,小菅银吉的便笺,女,其他,1156,371,840,回复@嘿快藏起来:有一说一 你就是一个毫无共情能力自以为是的人间垃圾,2,2020-08-26 07:21 ,negative
53,53,https://weibo.cn//icehua8,聚焦附加值,男,海外,6800,491,822,回复@聚焦附加值:女主角2002年9月17日出生至猥亵案发时2020年6月1日未满十八周岁。男同伴胡某某2002年1月7日出生到猥亵案发时刚满十八周岁。,0,2020-08-26 07:09 ,negative
54,54,https://weibo.cn//icehua8,聚焦附加值,男,海外,6800,491,822, ●性骚扰女伴，察犯罪证据时逃跑，追上踢中倒地●商场内雷某某(男1966年)手臂故意碰撞艾某某(女2002年)胸部，艾某某同行男友胡某某与雷某某发生争执，双方到商场监控室查看监控时雷某某借机【漏掉啦】●逃●跑，胡某某●追至●商场外停车场，两次脚踢雷某某未踢中，第三次脚踢雷某某倒地受伤,0,2020-08-26 07:00 ,negative
55,55,https://weibo.cn//zhenhun0613,wwwvvvwvv,女,上海,40722,1043,1654,回复@银老板看看我:东北真的好多 太恶心了,0,2020-08-26 06:55 ,negative
56,56,https://weibo.cn//nieyinghui,尖灬果儿,女,山东,246,709,499,回复@安居于隅:这是人说的话？,0,2020-08-26 06:43 ,negative
57,57,https://weibo.cn//u/6484350523,cusium,女,其他,727,2715,26,有病,0,2020-08-26 06:39 ,negative
58,58,https://weibo.cn//u/5293569145,高光喵星人,男,广东,490,289,96,回复@热爱生活的马铃薯:那你们应该上法庭告他，和民警一起告。,0,2020-08-26 06:15 ,negative
59,59,https://weibo.cn//u/3833911494,热爱生活的马铃薯,女,湖南,732,210,244,回复@高光喵星人:强奸犯是男的，受害人是女的，跟她是不是同性恋没关系，懂吗？,0,2020-08-26 06:00 ,negative
60,60,https://weibo.cn//u/5293569145,高光喵星人,男,广东,490,289,96,回复@热爱生活的马铃薯:哦哦！女性同性恋也是非法的。,0,2020-08-26 05:59 ,negative
61,61,https://weibo.cn//u/3833911494,热爱生活的马铃薯,女,湖南,732,210,244,回复@高光喵星人:受害者是女生,0,2020-08-26 05:39 ,negative
62,62,https://weibo.cn//u/5655358241,清9sake,女,其他,222,662,124,回复@边缘的童话:对,0,2020-08-26 03:55 ,negative
63,63,https://weibo.cn//u/3231678924,wxy-Jasmine,女,河南,806,361,210,看不出来哪一点高度重视，重视到怎么对那个猥亵男最轻的处罚吧？哦。不对，没有处罚,0,2020-08-26 03:29 ,negative
64,64,https://weibo.cn//balinese,魔仙小虾,女,海外,3747,744,555,我气死了,0,2020-08-26 03:27 ,negative
65,65,https://weibo.cn//u/2113465451,饣反木甬i,男,其他,249,222,99,回复@nw知间:这是帮朋友出气，不算见义勇为。,0,2020-08-26 02:40 ,negative
66,66,https://weibo.cn//u/3517701451,Ayyyano,女,江苏,21,558,37,回复@嘿快藏起来:你被贼偷了 贼逃跑咱们都不会做好事帮你的 别说啥共情或者冷血了 你就是事情没到自己身上站着说话不腰疼呗 装理中客有这么好玩吗 会给你带来一点可怜的优越感吗 不懂,1,2020-08-26 02:27 ,negative
67,67,https://weibo.cn//u/2113465451,饣反木甬i,男,其他,249,222,99,回复@仓珝:这是帮朋友出气，算不得见义勇为，也算不得正当防卫。,0,2020-08-26 02:27 ,negative
68,68,https://weibo.cn//u/7340995950,cardioidia,男,海外,45,60,8,想想唐慧当年有多绝望,0,2020-08-26 02:25 ,negative
69,69,https://weibo.cn//u/5145157772,本人黎大大,女,其他,8976,622,197,不愧是魔幻中国,0,2020-08-26 02:25 ,positive
70,70,https://weibo.cn//u/1903659617,腿短嘴不甜长的安全还没钱,男,陕西,471,85,94,歹徒逃跑警方都可以击毙,0,2020-08-26 02:24 ,positive
71,71,https://weibo.cn//u/1958659057,靠谱青年瞎白话,男,河南,62,55,81,回复@嘿快藏起来:你知道立了案，拘留了对一个年轻人来说意味着什么么？你跟我说这种案情公安一定要按故意伤害立案才公正？酒驾都能等俩钟头再测，测完直接放人回家，面对这种事件非要把一个做出珍惜行为的孩子毁了？,1,2020-08-26 02:18 ,negative
72,72,https://weibo.cn//u/2648776821,小冰_冰ice,女,广东,1869,392,418,警匪一家！,0,2020-08-26 01:39 ,positive
73,73,https://weibo.cn//u/3203115130,trtTrt878tTr,女,贵州,84,474,152,回复@梨花如雪独一枝:还受伤呢，这种垃圾死不足惜。他有胆子犯罪就没考虑他自己身体不好，太恶心了。,2,2020-08-26 01:38 ,negative
74,74,https://weibo.cn//u/3203115130,trtTrt878tTr,女,贵州,84,474,152,真的厉害了，52岁骨头脆？有胆子犯罪看来他觉得他自己身体很好嘛。这案子真的是让人大开眼界，从此又多了许多不敢伸张正义的年轻人。,0,2020-08-26 01:37 ,positive
75,75,https://weibo.cn//u/5709461298,SXTYlxy,男,河南,108,281,49,回复@smiling_crow:你可能是个老实人,1,2020-08-26 01:30 ,negative
76,76,https://weibo.cn//u/5728705377,安居于隅,女,其他,5796,184,79,回复@RainkJoy:这个我有关注，因为当事人是女同，👮知道这个后还说了“等哪天同性恋合法了你在来跟我说”大概这个意思的话,0,2020-08-26 01:12 ,negative
77,77,https://weibo.cn//u/5728705377,安居于隅,女,其他,5796,184,79,回复@梨花如雪独一枝:它是调解之后的几天才有的粉碎性骨折，当天没有,0,2020-08-26 01:09 ,negative
78,78,https://weibo.cn//u/5508714630,顾南淮染,女,北京,108,101,62, ？？？牛批,0,2020-08-26 01:08 ,negative
79,79,https://weibo.cn//u/5151092280,我的夏洛克,男,其他,694,108,91,回复@褴褛猫C:我农村的  降分录取也要达到一本线五百多分才可以啊,0,2020-08-26 00:51 ,negative
80,80,https://weibo.cn//u/5293569145,高光喵星人,男,广东,490,289,96,回复@热爱生活的马铃薯:同性恋是非法的，国家法律不承认。所以男孩子在外面要小心。,0,2020-08-26 00:45 ,negative
81,81,https://weibo.cn//u/7102083086,人参201904,男,河南,2,16,3,从目前多家媒体披露的情况来看，完全无法理解这种魔幻操作。永州警方应当公开说明理由，特别是如何认定的故意伤害，雷某的伤情和胡同学这一脚又是如何建立因果关系的。,0,2020-08-26 00:42 ,negative
82,82,https://weibo.cn//u/6930202033,或13173,女,其他,0,117,5,越想越气，睡不着了,0,2020-08-26 00:40 ,negative
83,83,https://weibo.cn//u/6930202033,或13173,女,其他,0,117,5,还有那么一丁点的正义存在吗，这就是我们美好社会吗,0,2020-08-26 00:40 ,negative
84,84,https://weibo.cn//u/6930202033,或13173,女,其他,0,117,5,回复@嘿快藏起来:你被狗咬了，在狗咬你这个行为停止后你就放弃追责了？你还不是会去踹它一脚,1,2020-08-26 00:35 ,negative
85,85,https://weibo.cn//u/7276514997,ufo_basker2019,男,其他,4,26,2,回复@嘿快藏起来:据说令慈活了,0,2020-08-26 00:08 ,negative
86,86,https://weibo.cn//u/5718036900,大刻薄kkk,女,其他,6068,2520,358,回复@凯特布莱克好久没画画了:嗯，好。我也请你在我做一个不冷漠的人时不要评价我不够“冷静”。,0,2020-08-26 00:04 ,positive
87,87,https://weibo.cn//u/3289232617,xinghun_cl,男,其他,254,582,41,调查了快三个月了，还等？疫情期间，他也没闲着啊，还在到处猥亵，就一直不管？公安机关有渎职之嫌,0,2020-08-25 23:58,negative
88,88,https://weibo.cn//u/6483895317,咬鹅2000,男,其他,16,653,140,回复@仓珝:这算见义勇为？,0,2020-08-25 23:57,negative
89,89,https://weibo.cn//u/7031515359,abrightlife,男,其他,2913,248,10,回复@吃完这顿就减肥鸭:法律是为人设立的。这么多个人反对，难道还是法律有理？,0,2020-08-25 23:51,negative
90,90,https://weibo.cn//u/6666815461,打野在我边上,男,浙江,1,65,4,咦，派出所也不是国家养的吗？怎么成了别人的走狗？,0,2020-08-25 23:50,negative
91,91,https://weibo.cn//837362176,上平十一街,女,陕西,187,129,43,真恶心这种文件,0,2020-08-25 23:46,negative
92,92,https://weibo.cn//111870228,罗大福哈,女,广东,1960,467,100361,真谢谢这班人，为社会黑暗再添一笔，辣鸡,0,2020-08-25 23:39,negative
93,93,https://weibo.cn//u/2232093595,波比15岁,女,北京,517,206,192,这么一帮没文化还缺乏同理心的人当官，老百姓可惨了😭,0,2020-08-25 23:20,negative
94,94,https://weibo.cn//u/5258379257,顾千行_Trail,女,海外,240,84,45,我觉得很离谱。那个摸人胸的男的要不惹事会被打？那他不是活该。凭什么见义勇为的被刑拘。,0,2020-08-25 23:20,negative
95,95,https://weibo.cn//u/2770105811,___耗子___,男,河南,819,249,119,假如此时是警察出去追猥亵男，导致猥亵男轻伤，也会拘留当事警察么.,1,2020-08-25 23:19,negative
96,96,https://weibo.cn//liyuchun19840310a,戏精甄嬛求你别演了,女,广东,128,52,550,回复@Iris喵喵喵喵喵:前段时间有个新闻，警察揩油卖淫女，知道她是违法卖淫不敢报案，白嫖,1,2020-08-25 23:17,negative
97,97,https://weibo.cn//liyuchun19840310a,戏精甄嬛求你别演了,女,广东,128,52,550,回复@一夜东风吹-:法律支持同样的方式进行防卫，那就是让你也摸他胸的意思了,1,2020-08-25 23:15,negative
98,98,https://weibo.cn//u/6993742976,残生89054,男,其他,9,14,2,回复@空谷容川:咱的人情味呢,0,2020-08-25 23:10,positive
99,99,https://weibo.cn//u/5659850415,DangerousMachine,男,其他,158,61,21,回复@仓珝:反正我不会,0,2020-08-25 23:02,negative
100,100,https://weibo.cn//u/5659850415,DangerousMachine,男,其他,158,61,21,回复@仓珝:反正,0,2020-08-25 23:02,negative
101,101,https://weibo.cn//u/5100469324,RyuoYaegashi,男,海外,1049,416,161,回复@WallBreakerX:装什么大尾巴狼呢？你个裂着大缝嘴joke，自个无知搞笑话，“强奸文化”自个查个网就知道，还说我是自己分析头头是道，你没看过“强奸文化”的学术论文研究那是你知识储备不足没见识，你自己无知得像个小丑还笑他人无知？“强奸文化”真就有人去研究，我自己也有文章可以证明，你能证明是我自己分析的吗,1,2020-08-25 23:00,negative
102,102,https://weibo.cn//u/1698473677,十指的CR界,男,海外,3581,427,387,抓犯罪嫌疑人怎么不是见义勇为了？也不能用嘴制止逃跑吧？,0,2020-08-25 22:53,negative
103,103,https://weibo.cn//a849873336,WallBreakerX,男,广东,1498,360,110,回复@RyuoYaegashi:我⚽ ⚽ 你不要抓着网上的“强奸文化”四个字就来一通分析吧，自以为分析的头头是道实际不过是个拥有五颜六色键盘的小丑🤡 罢了,0,2020-08-25 22:51,negative
104,104,https://weibo.cn//u/5100469324,RyuoYaegashi,男,海外,1049,416,161,回复@WallBreakerX:我求求你去百度查一下通报文怎么写行吗？一开口我真怀疑你有没有上过学。,0,2020-08-25 22:45,negative
105,105,https://weibo.cn//a849873336,WallBreakerX,男,广东,1498,360,110,回复@RyuoYaegashi:故意碰撞就是客观的事实经过啊，这叫“模糊文字”？不然群众怎么知道怎么猥亵的呢？下文也说了犯罪行为是猥亵，你是智力有问题吗？,0,2020-08-25 22:42,negative
106,106,https://weibo.cn//u/6130507290,深雍州士,男,山东,59,37,57, ,1,2020-08-25 22:42,positive
107,107,https://weibo.cn//u/1989624931,小尹要改变,女,北京,112,311,143,回复@嘿快藏起来:在中国讲法律，好底层的想法,4,2020-08-25 22:41,negative
108,108,https://weibo.cn//u/7286761792,什么什么鱼鱼鱼,女,其他,30,255,2,真的是无语子,0,2020-08-25 22:37,negative
109,109,https://weibo.cn//u/5538015837,我就是防夫人,女,海外,2894,528,187,真是法治社会呢[太開心][可愛],0,2020-08-25 22:36,negative
110,110,https://weibo.cn//u/5100469324,RyuoYaegashi,男,海外,1049,416,161,回复@想想施拉姆会怎么做:您可就拉倒吧您，不管新闻还是通报正文都有要求用正确的文字概括事件的性质，这就是一则猥亵案件，猥亵就是犯罪行为，用故意碰撞文字模糊犯罪行为是不正确的，还要人杠？再说了，通报中“新鲜骨折”是怎么回事？是能熬成汤喝吗？没好好了解就退出去吧，别在这跟某些人无知还不自知,0,2020-08-25 22:35,negative
111,111,https://weibo.cn//u/5325033719,Luv_Letter1,女,辽宁,662,250,196,回复@57牛奶:那必然不会,3,2020-08-25 22:32,negative
112,112,https://weibo.cn//u/1692098532,到底好不好吃啊,男,浙江,73,534,35,zg法律就是个屁 只能欺负没有关系的小老百姓 见义勇为遭刑拘 真的吐,3,2020-08-25 22:30,negative
113,113,https://weibo.cn//u/6126756933,你啊76018,男,其他,55,76,18,什么世道,0,2020-08-25 22:18,negative
114,114,https://weibo.cn//u/5272217175,想想施拉姆会怎么做,女,山西,239,269,432,回复@RyuoYaegashi:楼里不是有人告诉你了吗 这是消息通报写作的要求 🈚️语,0,2020-08-25 22:14,negative
115,115,https://weibo.cn//u/2155910525,莫大的讽刺,男,辽宁,1038,417,238,回复@梦鲤梦鲤不信锦鲤:报警怎么就是冷漠了？,0,2020-08-25 22:11,negative
116,116,https://weibo.cn//u/2155910525,莫大的讽刺,男,辽宁,1038,417,238,回复@梦鲤梦鲤不信锦鲤:威胁已经发生，别偷换概念,0,2020-08-25 22:11,negative
117,117,https://weibo.cn//u/5690746518,武林家的无限迷妹,女,广东,770,12,27,猥琐大叔鉴于在治疗期暂未采取强制措施，过了两个多月反而把新闻里的见义勇为人员关进了拘留所，这是什么操作？？？,0,2020-08-25 22:06,negative
118,118,https://weibo.cn//u/3296742715,Nome狐狸雨,男,其他,142,816,102,难不成还要专车给这人送回家，搞笑,0,2020-08-25 21:54,negative
119,119,https://weibo.cn//u/3296742715,Nome狐狸雨,男,其他,142,816,102,这就叫做会哭的有奶吃,0,2020-08-25 21:53,negative
120,120,https://weibo.cn//u/7017700173,别致的小年轻儿,男,河南,143,119,974,回复@阿Ken上白班早出晚归:法律面前人人平等，恶法需要改，依法治国仍然在路上，也是每年两会的讨论重点。今年民法典的颁布同样。,0,2020-08-25 21:53,positive
121,121,https://weibo.cn//u/5562823440,SpongeBob0605,男,山东,843,309,100,牛批,0,2020-08-25 21:52,negative
122,122,https://weibo.cn//u/5938587531,楚沩女,女,湖南,478,278,49,所以以后看见坏人逃跑大家都要袖手旁观是吗？不然就会被定义为故意伤害啊,0,2020-08-25 21:46,negative
123,123,https://weibo.cn//u/7361593324,糖哦哦喔,女,广西,505,88,3,可笑,0,2020-08-25 21:44,negative
124,124,https://weibo.cn//u/6231928372,猫又是只喵,女,山东,94,117,27,回复@你像云吖:我也醉了，简直鸡同鸭讲，讨论来讨论去我的意思被曲解的九曲十八弯。。。,0,2020-08-25 21:36,negative
125,125,https://weibo.cn//u/2518798234,峨眉白芽,女,陕西,962,117,255,虽然说法律不应该受民意影响，但是这次我站民意。,1,2020-08-25 21:35,positive
126,126,https://weibo.cn//u/1707797641,柏拉兔m,女,四川,28,15,257,回复@热爱生活的马铃薯:一件又一件的事，除了义愤填膺，真的就感觉无比魔幻,0,2020-08-25 21:34,positive
127,127,https://weibo.cn//u/2778309543,中心简介,男,其他,4925,436,893,回复@老赵不算老:明白人,0,2020-08-25 21:34,negative
128,128,https://weibo.cn//u/6812322108,阿荣是蝾戌,女,其他,2925,339,108,就浙？,0,2020-08-25 21:25,negative
129,129,https://weibo.cn//u/2457582803,明眸闪闪闪,女,贵州,138,243,299,？？？这个时候法律条款就有一说一了？,0,2020-08-25 21:25,negative
130,130,https://weibo.cn//u/2386026065,手机用户shiduide,男,其他,1326,1664,14,这个办案人员就和抚州公安不一样，效率高，办事快，雷厉风行，很是厉害的呢,0,2020-08-25 21:21,positive
