评论者主页,评论者昵称,评论者性别,评论者所在地,评论者微博数,评论者关注数,评论者粉丝数,评论内容,评论获赞数,评论发布时间
https://weibo.cn//u/6444359195,初心丶1666,男,山东,541,408,161,曝光的没事了，不曝光的又有多少呢,0,2020-08-26 09:29 
https://weibo.cn//u/6883681625,Nikkyyo,女,其他,519,477,104,敲诈勒索罪不处理一下呢，开口就是20万呢,17,2020-08-26 09:27 
https://weibo.cn//u/5626422481,惘目,男,其他,242,251,82,只说重新调查，这种粉碎性骨折，不能得到原谅。多半还是要刑拘的。,1,2020-08-26 09:21 
https://weibo.cn//u/2950048200,空条花椒太郎,男,海外,11628,1119,267,悲哀,0,2020-08-26 09:21 
https://weibo.cn//u/5292937760,神威兔和晋助蝶,女,其他,880,449,53,同怀疑！！过于诡异,0,2020-08-26 09:13 
https://weibo.cn//u/5292937760,神威兔和晋助蝶,女,其他,880,449,53,算！,0,2020-08-26 09:12 
https://weibo.cn//u/5644244849,两只耳朵老白兔,女,山东,130,71,117,你没撞他干什么扶他？你不是故意难道是无意？二者有异曲同工之妙啊！,0,2020-08-26 09:09 
https://weibo.cn//u/5292937760,神威兔和晋助蝶,女,其他,880,449,53,会……稍微不注意就是防卫过当，你弄伤他逃跑不帮他叫救护车，他要是死了，你还得坐牢,5,2020-08-26 09:07 
https://weibo.cn//u/5292937760,神威兔和晋助蝶,女,其他,880,449,53,但想到还有好多人引不起全民关注……还是只感觉可怕,1,2020-08-26 09:05 
https://weibo.cn//u/5459635288,孤鹜-168,男,浙江,1042,1185,332,网络治国,0,2020-08-26 09:04 
https://weibo.cn//djdlsz,阳台长猫,女,其他,773,183,621,啧啧啧,0,2020-08-26 09:03 
https://weibo.cn//u/5307057726,今天也没爬出只狼新手村,男,其他,1490,88,53,以后谁还敢见义勇为？我就问。,1,2020-08-26 09:03 
https://weibo.cn//u/2760696413,我叫大牛8888,男,其他,109,53,168,只想说一个词，南京彭宇案,5,2020-08-26 08:59 
https://weibo.cn//u/6349925604,haian111111111,男,河南,713,60,180,没有舆论监督，将出现多少冤情？公安机关不能用国家给的震慑力乱用,1,2020-08-26 08:58 
https://weibo.cn//u/2924574307,我是段承轩,女,湖南,4220,289,306,老东西狮子大开口要20w算敲诈勒索吗,35,2020-08-26 08:55 
https://weibo.cn//weizhao501,某系哇,男,广西,1655,357,390,建议督察组重点审查下有关单位，谨防出现类似第二个哈尔滨公安局事件,21,2020-08-26 08:54 
https://weibo.cn//u/6851958761,Aeroull,男,河南,17,174,47,重新调查？有没有搞错？有舆论了就要重新调查？那为什么一开始不公平客观的去处理呢？,9,2020-08-26 08:54 
https://weibo.cn//u/1649908115,Rachel番茄家,女,湖南,3983,1202,348,拘留15日那还不如罚酒三杯好了,0,2020-08-26 08:53 
https://weibo.cn//u/6262882136,来小福的仙女,女,云南,3,84,3,司法不独立永远都是执政者手中的小汪,0,2020-08-26 08:52 
https://weibo.cn//u/6291783131,Dorishyy7,女,上海,611,258,9,迟来的正义不过是妥协罢了……,26,2020-08-26 08:52 
https://weibo.cn//u/5876399101,带哥很super,男,山西,19,53,20,唉，能有个好的结果就最好了,0,2020-08-26 08:51 
https://weibo.cn//u/6927618516,不知道該什麼名字那就隨便改吧,女,香港,27,161,4,网络治国666666,0,2020-08-26 08:50 
https://weibo.cn//u/1795332322,生活不过如此CC,男,广东,210,143,61,人间正道是沧桑,4,2020-08-26 08:50 
https://weibo.cn//u/6643691742,想原原,女,其他,42,76,52,唉…,0,2020-08-26 08:49 
https://weibo.cn//u/7486081270,巴哈姆特是一只龙,女,其他,16,21,2,我该笑还是该哭？,0,2020-08-26 08:49 
https://weibo.cn//u/5663366559,喜欢吃辣ha,女,江西,39,62,55,吐了,0,2020-08-26 08:48 
https://weibo.cn//u/6523898304,我还好那么你呢,男,其他,6,95,2,回复@是孟亦田:@三湘风纪 湖南纪委不应该当睁眼吓！！！不要尸位素餐！,1,2020-08-26 08:45 
https://weibo.cn//u/1971162827,Baby-Lolly,女,上海,2141,203,545,希望那个老畜牲留在2020年,0,2020-08-26 08:45 
https://weibo.cn//u/6873428390,绵羊宝宝爱睡觉,女,上海,290,89,6,现在接触有屁用？还人家高考成绩？！,5,2020-08-26 08:45 
https://weibo.cn//u/1971162827,Baby-Lolly,女,上海,2141,203,545,这新闻要是没上网是不是就这么黑下去了？,1,2020-08-26 08:44 
https://weibo.cn//wangzhiming1995,JimmyWWWong,女,海外,519,443,487,可笑至极,0,2020-08-26 08:43 
https://weibo.cn//wangzhiming1995,JimmyWWWong,女,海外,519,443,487,可笑！！！！,0,2020-08-26 08:43 
https://weibo.cn//u/5822100651,梦里有玖,女,其他,9229,107,546,转发微博,0,2020-08-26 08:43 
https://weibo.cn//u/3199465365,咕咕抽卡专用,女,浙江,1376,644,359,网络治国哈     举报             赞[0]         回复             今天 08:40 来自网页,0,2020-08-26 08:40 
https://weibo.cn//u/5960803422,哈BJYX520,女,广东,80,99,1,回复@是孟亦田:会有好多好人被冤枉,3,2020-08-26 08:39 
https://weibo.cn//u/5960803422,哈BJYX520,女,广东,80,99,1,网络治国，呵呵，,29,2020-08-26 08:39 
https://weibo.cn//511209012,祝之英,男,其他,22745,366,3068,继续关注，媒体监督不能放松,0,2020-08-26 08:39 
https://weibo.cn//u/3035817093,强盗d,男,湖南,469,100,193,永州事件会造成道德滑坡，南京彭宇案影响至今犹在！,18,2020-08-26 08:38 
https://weibo.cn//u/6990813444,暂且用这个昵称,男,北京,66,76,10,执法部门也不靠谱啊,10,2020-08-26 08:38 
https://weibo.cn//u/6127766541,大侠向黄昏,男,北京,141,68,57,网络治国太悲哀了,139,2020-08-26 08:38 
https://weibo.cn//u/5130733892,Dood1e,女,重庆,3908,185,588,6月1日被踹之后还能爬起来再跑，还能坚持在派出所调解，还能赔300块，6月6号来说骨折，我怀疑这个人恶意敲诈，会被数罪并罚吗？,16,2020-08-26 08:37 
https://weibo.cn//u/6370421312,_生生灯火明暗无辄,女,其他,861,330,53,早他妈干嘛去了,3,2020-08-26 08:37 
https://weibo.cn//u/5664017602,久久久久best医植菜,男,其他,281,437,131,之前洗地的那些永州专业人士（检察官、律师、警察……）脸疼不疼,43,2020-08-26 08:37 
https://weibo.cn//u/6990105775,六道子降龙木,女,其他,64,64,1,网络治国,1,2020-08-26 08:37 
https://weibo.cn//u/7118121041,是孟亦田,女,澳门,1128,304,17825,今天的中国没有微博会什么样？不敢想象…,75,2020-08-26 08:36 
https://weibo.cn//nieyinghui,尖灬果儿,女,山东,246,708,499,被骂了知道重新调查了？网络治国？,213,2020-08-26 08:35 
https://weibo.cn//2o22,川澄太郎,男,山东,1502,291,281762,我好奇女生自己反抗会不会也被判刑,35,2020-08-26 08:35 
